SampleID,collection_day_s,common_name_s,description_s,nutrition_calcium_s,nutrition_calorie_s,nutrition_carb_s,nutrition_cholesterol_s,nutrition_fat_s,nutrition_fiber_s,nutrition_protein_s,nutrition_satfat_s,nutrition_sodium_s,nutrition_sugar_s,,,,,,,,,,,,,,,
ERR532020,89,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532021,341,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532016,211,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532017,298,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532012,13,human gut metagenome,DonorA Stool,528.0999961,4100.321419,515.3545623,564.3799992,157.6320418,20.23014259,100.7367857,51.02799262,5429.155687,157.0941992,,,,,,,,,,,,,,,
ERR532013,103,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532008,257,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532009,42,human gut metagenome,DonorA Stool,485.0897803,2594.487481,385.986995,220.4200001,81.45701437,24.903184,85.60554019,23.14899138,4657.833149,166.4400991,,,,,,,,,,,,,,,
ERR531981,174,human oral metagenome,DonorA Saliva,561.7700005,2692.47997,211.9057026,553.0199915,144.2727966,9.323000431,122.3271982,51.16932899,2409.250002,129.8770014,,,,,,,,,,,,,,,
ERR531982,25,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531977,185,human oral metagenome,DonorA Saliva,68.83999968,1568.789998,235.2438002,690,38.36739999,9.139999986,59.93279982,10.13101999,2055.219996,53.86999989,,,,,,,,,,,,,,,
ERR531978,203,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531973,327,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531974,210,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531969,159,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531970,190,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531965,116,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531966,333,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531961,137,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531962,257,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532004,39,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532005,6,human gut metagenome,DonorA Stool,1355.102659,2889.136671,336.8310451,380.0187931,122.4685166,22.34380019,117.1921465,30.89025237,3225.523337,148.0275227,,,,,,,,,,,,,,,
ERR532000,123,human oral metagenome,DonorA Saliva,239.4299951,1008.059999,149.8784001,285.26,28.45899979,9.5,44.23349936,13.86764004,2219.070002,54.67840004,,,,,,,,,,,,,,,
ERR532001,347,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531996,345,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531997,298,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531992,353,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531993,129,human oral metagenome,DonorA Saliva,1251.753319,4219.569958,638.3764284,625.7399998,127.2658997,33.78500009,149.8079988,35.44035994,6072.616638,158.8667998,,,,,,,,,,,,,,,
ERR531988,177,human oral metagenome,DonorA Saliva,451.4299998,2207.483731,313.5867805,276.6409836,70.68319984,8.07100001,88.75569165,21.4304702,2116.935708,148.5046933,,,,,,,,,,,,,,,
ERR531989,250,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531984,141,human oral metagenome,DonorA Saliva,773.9650006,2339.177501,302.237798,417.0900002,64.97000014,18.10800007,134.1738981,16.16284001,3198.679996,138.682699,,,,,,,,,,,,,,,
ERR531985,150,human gut metagenome,DonorA Stool,630,1546,221,99.10000038,52.5,13.8499999,44.5,20.30000019,1873,115,,,,,,,,,,,,,,,
ERR531957,147,human gut metagenome,DonorA Stool,597.0700045,1990.940029,330.556206,417.6399994,38.75830042,15.14700001,81.89400238,7.459810108,2044.460007,174.8233996,,,,,,,,,,,,,,,
ERR531958,173,human gut metagenome,DonorA Stool,266.8099918,2601.129987,296.7270031,384.3999969,116.1653988,14.16299963,82.73379946,50.2241097,4097.389981,124.7979968,,,,,,,,,,,,,,,
ERR531953,60,human oral metagenome,DonorA Saliva,1048.043343,2971.95477,430.9206077,254.7887909,97.07423683,13.16660015,145.3600713,43.01936749,3638.401164,197.571705,,,,,,,,,,,,,,,
ERR531954,161,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531949,281,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531950,258,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531945,87,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531946,138,human oral metagenome,DonorA Saliva,1820.42,1124.26268,158.2822909,82,30.80039962,21.48099998,40.98984802,12.10025981,1609.28873,25.36068965,,,,,,,,,,,,,,,
ERR531941,349,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531942,225,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532026,299,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532027,166,human gut metagenome,DonorA Stool,804.3800035,2151.820019,350.9303041,468.5400009,46.38120069,9.32799989,90.23510182,13.54222997,5314.090003,193.0447,,,,,,,,,,,,,,,
ERR532022,213,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532023,42,human oral metagenome,DonorA Saliva,485.0897803,2594.487481,385.986995,220.4200001,81.45701437,24.903184,85.60554019,23.14899138,4657.833149,166.4400991,,,,,,,,,,,,,,,
ERR532018,68,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532019,153,human gut metagenome,DonorA Stool,673.5899997,2401.830006,308.2676046,219.3600031,102.5872985,12.34500012,70.01240073,35.53013026,3140.440024,121.9045999,,,,,,,,,,,,,,,
ERR531837,350,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531838,48,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531833,275,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531834,65,human oral metagenome,DonorA Saliva,680.3156655,2236.010335,296.9652437,246.2349991,89.39025663,21.3843334,74.04122695,28.85860124,2708.807994,119.659207,,,,,,,,,,,,,,,
ERR531874,71,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531875,280,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531869,325,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531870,111,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531865,294,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531866,57,human gut metagenome,DonorA Stool,532.8280015,2057.824014,270.0993611,203.3099999,71.88975986,4.876199991,83.04268016,19.796736,2464.591999,93.8311609,,,,,,,,,,,,,,,
ERR531861,344,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531862,91,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531857,140,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531858,32,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531853,58,human gut metagenome,DonorA Stool,772.4100018,1746.440004,245.5097008,126.25,58.69310064,15.79199997,66.68460001,9.973709946,2784.190001,84.19579959,,,,,,,,,,,,,,,
ERR531854,286,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531930,215,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531931,39,human oral metagenome,DonorA Saliva,922.3399894,2279.23246,397.8122466,204.0937424,52.71839922,34.80725037,74.6238476,22.85692994,1058.066241,210.622297,,,,,,,,,,,,,,,
ERR531916,19,human gut metagenome,DonorA Stool,647.5429333,2139.249287,303.2670082,104.5,64.9655077,30.0795081,58.28337972,28.26797099,2139.507539,161.5277307,,,,,,,,,,,,,,,
ERR531939,77,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531940,273,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531894,210,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531912,360,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531913,214,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531890,25,human gut metagenome,DonorA Stool,792.7485063,2270.721739,259.8987205,412.2880268,72.48007087,7.385225236,100.8401669,15.08756566,3109.553837,81.99413694,,,,,,,,,,,,,,,
ERR531891,291,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531926,242,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531927,193,human oral metagenome,DonorA Saliva,278.8449996,1504.408898,245.9887922,0,36.87256046,37.21918626,38.61633313,8.524570037,2333.966122,81.35752662,,,,,,,,,,,,,,,
ERR531886,327,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531887,7,human gut metagenome,DonorA Stool,845.2853379,2900.844763,517.8185101,199.508791,53.00759773,23.25119989,96.06179023,14.89386155,1934.939163,248.8018216,,,,,,,,,,,,,,,
ERR531908,241,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531909,331,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531882,49,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531883,221,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531994,326,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531995,318,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531904,53,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531905,348,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531922,328,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531923,100,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531900,244,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531901,3,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531896,150,human oral metagenome,DonorA Saliva,630,1546,221,99.10000038,52.5,13.8499999,44.5,20.30000019,1873,115,,,,,,,,,,,,,,,
ERR531897,137,human oral metagenome,DonorA Saliva,1163.939995,2799.70993,306.1702976,362.7699897,112.9680958,19.07700002,122.8101974,43.73462844,2218.929962,127.2931994,,,,,,,,,,,,,,,
ERR531918,246,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531919,42,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531990,277,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531991,235,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532014,224,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532015,81,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531986,120,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531987,163,human oral metagenome,DonorA Saliva,480.6579995,2023.015035,268.0577042,147.1619964,66.39039989,23.85700011,92.76029906,19.68356027,1440.996993,107.0008002,,,,,,,,,,,,,,,
ERR531938,30,human gut metagenome,DonorA Stool,890.7157345,1720.177922,292.0209641,49.21406555,41.48294315,48.79240027,80.93279631,15.89287698,1623.383089,96.56784468,,,,,,,,,,,,,,,
ERR531983,102,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531959,206,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531960,76,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531934,167,human oral metagenome,DonorA Saliva,734.4899998,1758.595006,272.5860004,64.5,60.02490038,5.955000043,41.39990044,21.18024001,1379.615,177.34125,,,,,,,,,,,,,,,
ERR531935,346,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531955,274,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531956,125,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531951,297,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531952,339,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532010,219,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532011,48,human oral metagenome,DonorA Saliva,323.6120019,1470.122957,183.936604,22.20000076,54.33600033,56.80600041,56.87240215,15.16486085,3153.865735,75.6900022,,,,,,,,,,,,,,,
ERR531947,218,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531948,191,human oral metagenome,DonorA Saliva,281.8599987,2134.13001,276.4752026,650.8399963,66.23839989,20.24000001,79.5619993,22.04832041,1678.579996,67.06000018,,,,,,,,,,,,,,,
ERR531943,107,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531944,288,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532006,27,human oral metagenome,DonorA Saliva,373.3449969,2927.538673,353.0116109,511.4528136,114.6382842,12.43066174,105.3222566,45.42978526,4587.579371,131.4273309,,,,,,,,,,,,,,,
ERR532007,110,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532002,100,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR532003,77,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531979,67,human gut metagenome,DonorA Stool,890.0800018,2620.380014,299.5992989,260.5900002,118.6478005,27.82800001,91.96680065,29.9437708,3024.540001,115.2037002,,,,,,,,,,,,,,,
ERR531980,246,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531998,180,human oral metagenome,DonorA Saliva,534.7399998,1802.37,239,122.5,70.0474,6.5,60.78439999,18.25474,1772.24,133.75,,,,,,,,,,,,,,,
ERR531999,237,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531975,122,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531976,273,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531971,191,human gut metagenome,DonorA Stool,281.8599987,2134.13001,276.4752026,650.8399963,66.23839989,20.24000001,79.5619993,22.04832041,1678.579996,67.06000018,,,,,,,,,,,,,,,
ERR531972,222,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531967,316,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531968,149,human gut metagenome,DonorA Stool,495.9000015,1726.100021,202.7881002,222.2600098,71.7815004,9.714999914,66.24709904,15.01571027,1392.990051,69.0158006,,,,,,,,,,,,,,,
ERR531963,90,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531964,324,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531789,99,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531790,347,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531785,93,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531786,241,human gut metagenome,DonorB Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531759,170,human gut metagenome,DonorA Stool,300.7480249,1316.967361,207.1881866,70.62661266,40.89772132,15.62628275,42.10629177,17.87536073,1552.875563,63.57172347,,,,,,,,,,,,,,,
ERR531760,85,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531781,266,human gut metagenome,DonorA Stool,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
ERR531782,312,human oral metagenome,DonorA Saliva,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,<not provided>,,,,,,,,,,,,,,,
